"Common_name","State","Source","Year","set_tows","total_lengths","total_ages","total_otoliths"
"canary rockfish","CA","NWFSC WCGBTS",2021,12,251,179,0
"canary rockfish","CA","NWFSC WCGBTS",2022,13,130,100,1
"canary rockfish","CA","NWFSC WCGBTS",2023,18,177,0,90
"canary rockfish","CA","NWFSC WCGBTS",2024,14,229,0,96
"canary rockfish","OR","NWFSC WCGBTS",2003,19,130,113,1
"canary rockfish","OR","NWFSC WCGBTS",2004,13,158,77,0
"canary rockfish","OR","NWFSC WCGBTS",2005,23,72,68,0
"canary rockfish","OR","NWFSC WCGBTS",2006,11,33,33,0
"canary rockfish","OR","NWFSC WCGBTS",2007,22,105,104,0
"canary rockfish","OR","NWFSC WCGBTS",2008,16,437,204,0
"canary rockfish","OR","NWFSC WCGBTS",2009,8,20,20,0
"canary rockfish","OR","NWFSC WCGBTS",2010,21,178,167,0
"canary rockfish","OR","NWFSC WCGBTS",2011,17,194,114,0
"canary rockfish","OR","NWFSC WCGBTS",2012,18,221,221,0
"canary rockfish","OR","NWFSC WCGBTS",2013,11,115,115,0
"canary rockfish","OR","NWFSC WCGBTS",2014,29,533,352,2
"canary rockfish","OR","NWFSC WCGBTS",2015,39,284,269,0
"canary rockfish","OR","NWFSC WCGBTS",2016,35,610,310,0
"canary rockfish","OR","NWFSC WCGBTS",2017,41,471,240,0
"canary rockfish","OR","NWFSC WCGBTS",2018,24,304,222,1
"canary rockfish","OR","NWFSC WCGBTS",2019,17,323,191,1
"canary rockfish","OR","NWFSC WCGBTS",2021,31,222,181,1
"canary rockfish","OR","NWFSC WCGBTS",2022,24,253,177,0
"canary rockfish","OR","NWFSC WCGBTS",2023,19,43,0,42
"canary rockfish","OR","NWFSC WCGBTS",2024,17,187,0,90
"canary rockfish","WA","NWFSC WCGBTS",2003,17,193,88,15
"canary rockfish","WA","NWFSC WCGBTS",2004,14,169,78,0
"canary rockfish","WA","NWFSC WCGBTS",2005,14,63,63,0
"canary rockfish","WA","NWFSC WCGBTS",2006,6,286,84,0
"canary rockfish","WA","NWFSC WCGBTS",2007,15,369,256,0
"canary rockfish","WA","NWFSC WCGBTS",2008,7,248,170,0
"canary rockfish","WA","NWFSC WCGBTS",2009,11,107,105,0
"canary rockfish","WA","NWFSC WCGBTS",2010,19,257,170,0
"canary rockfish","WA","NWFSC WCGBTS",2011,19,332,203,1
"canary rockfish","WA","NWFSC WCGBTS",2012,21,598,343,0
"canary rockfish","WA","NWFSC WCGBTS",2013,14,255,145,1
"canary rockfish","WA","NWFSC WCGBTS",2014,27,677,376,7
"canary rockfish","WA","NWFSC WCGBTS",2015,24,626,350,3
"canary rockfish","WA","NWFSC WCGBTS",2016,27,237,191,0
"canary rockfish","WA","NWFSC WCGBTS",2017,25,399,193,0
"canary rockfish","WA","NWFSC WCGBTS",2018,27,296,190,0
"canary rockfish","WA","NWFSC WCGBTS",2019,9,157,104,0
"canary rockfish","WA","NWFSC WCGBTS",2021,10,188,108,0
"canary rockfish","WA","NWFSC WCGBTS",2022,12,311,213,0
"canary rockfish","WA","NWFSC WCGBTS",2023,23,381,0,244
"canary rockfish","WA","NWFSC WCGBTS",2024,28,233,0,106
"chilipepper","CA","NWFSC HKL",2004,13,67,0,67
"chilipepper","CA","NWFSC HKL",2005,14,74,0,74
"chilipepper","CA","NWFSC HKL",2006,12,44,0,44
"chilipepper","CA","NWFSC HKL",2007,14,83,0,80
"chilipepper","CA","NWFSC HKL",2008,16,89,0,83
"chilipepper","CA","NWFSC HKL",2009,13,86,0,82
"chilipepper","CA","NWFSC HKL",2010,15,50,50,0
"chilipepper","CA","NWFSC HKL",2011,22,134,0,56
"chilipepper","CA","NWFSC HKL",2012,23,77,0,77
"chilipepper","CA","NWFSC HKL",2013,13,73,0,73
"chilipepper","CA","NWFSC HKL",2014,32,172,0,172
"chilipepper","CA","NWFSC HKL",2015,34,169,0,168
"chilipepper","CA","NWFSC HKL",2016,30,143,0,142
"chilipepper","CA","NWFSC HKL",2017,43,306,0,296
"chilipepper","CA","NWFSC HKL",2018,34,263,0,261
"chilipepper","CA","NWFSC HKL",2019,36,280,39,184
"chilipepper","CA","NWFSC HKL",2021,25,133,40,89
"chilipepper","CA","NWFSC HKL",2022,33,132,40,83
"chilipepper","CA","NWFSC HKL",2023,46,227,40,181
"chilipepper","CA","NWFSC HKL",2024,51,279,40,237
"chilipepper","CA","NWFSC WCGBTS",2003,80,2479,655,17
"chilipepper","CA","NWFSC WCGBTS",2004,71,3127,692,5
"chilipepper","CA","NWFSC WCGBTS",2005,77,3336,767,1
"chilipepper","CA","NWFSC WCGBTS",2006,58,2446,517,0
"chilipepper","CA","NWFSC WCGBTS",2007,62,2381,559,1
"chilipepper","CA","NWFSC WCGBTS",2008,75,2140,670,2
"chilipepper","CA","NWFSC WCGBTS",2009,75,1994,595,0
"chilipepper","CA","NWFSC WCGBTS",2010,100,2034,781,15
"chilipepper","CA","NWFSC WCGBTS",2011,73,1009,603,2
"chilipepper","CA","NWFSC WCGBTS",2012,92,1168,788,0
"chilipepper","CA","NWFSC WCGBTS",2013,87,1013,640,0
"chilipepper","CA","NWFSC WCGBTS",2014,114,1631,803,2
"chilipepper","CA","NWFSC WCGBTS",2015,84,895,527,0
"chilipepper","CA","NWFSC WCGBTS",2016,99,1382,684,0
"chilipepper","CA","NWFSC WCGBTS",2017,80,801,477,0
"chilipepper","CA","NWFSC WCGBTS",2018,82,902,450,29
"chilipepper","CA","NWFSC WCGBTS",2019,45,609,320,0
"chilipepper","CA","NWFSC WCGBTS",2021,112,1284,454,245
"chilipepper","CA","NWFSC WCGBTS",2022,96,1024,444,153
"chilipepper","CA","NWFSC WCGBTS",2023,86,968,476,75
"chilipepper","CA","NWFSC WCGBTS",2024,101,1121,484,181
"chilipepper","OR","NWFSC WCGBTS",2003,4,8,8,0
"chilipepper","OR","NWFSC WCGBTS",2004,8,156,51,0
"chilipepper","OR","NWFSC WCGBTS",2005,9,368,66,0
"chilipepper","OR","NWFSC WCGBTS",2006,10,228,74,0
"chilipepper","OR","NWFSC WCGBTS",2007,5,111,28,0
"chilipepper","OR","NWFSC WCGBTS",2008,5,69,28,0
"chilipepper","OR","NWFSC WCGBTS",2009,3,118,21,0
"chilipepper","OR","NWFSC WCGBTS",2010,4,55,23,0
"chilipepper","OR","NWFSC WCGBTS",2011,8,49,44,0
"chilipepper","OR","NWFSC WCGBTS",2012,8,81,43,0
"chilipepper","OR","NWFSC WCGBTS",2013,6,70,43,0
"chilipepper","OR","NWFSC WCGBTS",2014,11,98,70,0
"chilipepper","OR","NWFSC WCGBTS",2015,18,136,81,0
"chilipepper","OR","NWFSC WCGBTS",2016,12,63,36,0
"chilipepper","OR","NWFSC WCGBTS",2017,13,104,63,0
"chilipepper","OR","NWFSC WCGBTS",2018,9,74,39,1
"chilipepper","OR","NWFSC WCGBTS",2019,7,50,29,1
"chilipepper","OR","NWFSC WCGBTS",2021,15,99,46,25
"chilipepper","OR","NWFSC WCGBTS",2022,11,143,62,14
"chilipepper","OR","NWFSC WCGBTS",2023,7,55,26,4
"chilipepper","OR","NWFSC WCGBTS",2024,7,47,23,12
"chilipepper","WA","NWFSC WCGBTS",2006,1,5,5,0
"chilipepper","WA","NWFSC WCGBTS",2007,1,3,3,0
"chilipepper","WA","NWFSC WCGBTS",2010,2,2,2,0
"chilipepper","WA","NWFSC WCGBTS",2012,1,2,2,0
"chilipepper","WA","NWFSC WCGBTS",2018,3,11,11,0
"chilipepper","WA","NWFSC WCGBTS",2023,1,4,4,0
"copper rockfish","OR","NWFSC WCGBTS",2010,1,2,2,0
"copper rockfish","OR","NWFSC WCGBTS",2011,1,1,1,0
"copper rockfish","OR","NWFSC WCGBTS",2022,1,1,1,0
"cowcod","CA","NWFSC HKL",2004,4,5,5,0
"cowcod","CA","NWFSC HKL",2005,10,17,17,0
"cowcod","CA","NWFSC HKL",2006,8,10,10,0
"cowcod","CA","NWFSC HKL",2007,13,23,23,0
"cowcod","CA","NWFSC HKL",2008,12,22,21,0
"cowcod","CA","NWFSC HKL",2009,17,30,30,0
"cowcod","CA","NWFSC HKL",2010,10,21,21,0
"cowcod","CA","NWFSC HKL",2011,8,24,22,2
"cowcod","CA","NWFSC HKL",2012,15,36,35,1
"cowcod","CA","NWFSC HKL",2013,10,31,31,0
"cowcod","CA","NWFSC HKL",2014,20,30,24,1
"cowcod","CA","NWFSC HKL",2015,43,110,95,0
"cowcod","CA","NWFSC HKL",2016,27,48,46,0
"cowcod","CA","NWFSC HKL",2017,29,62,60,1
"cowcod","CA","NWFSC HKL",2018,41,100,0,101
"cowcod","CA","NWFSC HKL",2019,33,93,0,93
"cowcod","CA","NWFSC HKL",2021,38,98,0,93
"cowcod","CA","NWFSC HKL",2022,42,94,0,94
"cowcod","CA","NWFSC HKL",2023,45,98,0,98
"cowcod","CA","NWFSC HKL",2024,44,82,0,81
"cowcod","CA","NWFSC WCGBTS",2003,6,12,12,0
"cowcod","CA","NWFSC WCGBTS",2004,20,64,24,40
"cowcod","CA","NWFSC WCGBTS",2005,20,29,24,5
"cowcod","CA","NWFSC WCGBTS",2006,11,25,25,0
"cowcod","CA","NWFSC WCGBTS",2007,9,25,21,4
"cowcod","CA","NWFSC WCGBTS",2008,11,16,16,0
"cowcod","CA","NWFSC WCGBTS",2009,14,23,22,1
"cowcod","CA","NWFSC WCGBTS",2010,28,59,57,2
"cowcod","CA","NWFSC WCGBTS",2011,20,29,29,0
"cowcod","CA","NWFSC WCGBTS",2012,23,70,70,0
"cowcod","CA","NWFSC WCGBTS",2013,12,26,23,1
"cowcod","CA","NWFSC WCGBTS",2014,22,77,75,2
"cowcod","CA","NWFSC WCGBTS",2015,17,30,30,0
"cowcod","CA","NWFSC WCGBTS",2016,31,64,0,64
"cowcod","CA","NWFSC WCGBTS",2017,17,34,34,0
"cowcod","CA","NWFSC WCGBTS",2018,30,113,0,104
"cowcod","CA","NWFSC WCGBTS",2019,16,89,0,89
"cowcod","CA","NWFSC WCGBTS",2021,18,31,0,31
"cowcod","CA","NWFSC WCGBTS",2022,25,33,0,32
"cowcod","CA","NWFSC WCGBTS",2023,18,32,0,32
"cowcod","CA","NWFSC WCGBTS",2024,27,54,0,53
"cowcod","OR","NWFSC WCGBTS",2003,1,1,1,0
"cowcod","OR","NWFSC WCGBTS",2005,1,1,1,0
"cowcod","OR","NWFSC WCGBTS",2010,1,1,1,0
"cowcod","OR","NWFSC WCGBTS",2016,1,1,0,1
"cowcod","OR","NWFSC WCGBTS",2018,2,4,0,4
"cowcod","OR","NWFSC WCGBTS",2021,2,2,0,2
"cowcod","WA","NWFSC WCGBTS",2018,1,1,0,1
"cowcod","WA","NWFSC WCGBTS",2024,1,1,0,1
"darkblotched rockfish","CA","NWFSC WCGBTS",2003,33,610,203,6
"darkblotched rockfish","CA","NWFSC WCGBTS",2004,34,375,233,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2005,33,506,191,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2006,30,317,160,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2007,30,591,208,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2008,26,220,153,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2009,36,691,321,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2010,24,293,124,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2011,28,411,195,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2012,33,472,203,2
"darkblotched rockfish","CA","NWFSC WCGBTS",2013,28,454,204,2
"darkblotched rockfish","CA","NWFSC WCGBTS",2014,28,253,136,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2015,30,378,169,2
"darkblotched rockfish","CA","NWFSC WCGBTS",2016,18,75,61,0
"darkblotched rockfish","CA","NWFSC WCGBTS",2017,26,360,0,149
"darkblotched rockfish","CA","NWFSC WCGBTS",2018,23,237,0,97
"darkblotched rockfish","CA","NWFSC WCGBTS",2019,17,160,0,70
"darkblotched rockfish","CA","NWFSC WCGBTS",2021,27,90,0,80
"darkblotched rockfish","CA","NWFSC WCGBTS",2022,29,282,0,139
"darkblotched rockfish","CA","NWFSC WCGBTS",2023,39,372,0,171
"darkblotched rockfish","CA","NWFSC WCGBTS",2024,33,487,0,207
"darkblotched rockfish","OR","NWFSC WCGBTS",2003,46,1006,337,18
"darkblotched rockfish","OR","NWFSC WCGBTS",2004,45,434,273,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2005,52,911,391,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2006,73,1063,597,1
"darkblotched rockfish","OR","NWFSC WCGBTS",2007,72,893,544,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2008,59,936,436,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2009,68,1217,634,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2010,61,1280,575,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2011,52,992,400,2
"darkblotched rockfish","OR","NWFSC WCGBTS",2012,51,1327,449,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2013,48,800,367,1
"darkblotched rockfish","OR","NWFSC WCGBTS",2014,64,1019,505,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2015,70,1522,607,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2016,78,1458,521,0
"darkblotched rockfish","OR","NWFSC WCGBTS",2017,73,934,0,386
"darkblotched rockfish","OR","NWFSC WCGBTS",2018,60,767,0,356
"darkblotched rockfish","OR","NWFSC WCGBTS",2019,28,499,0,190
"darkblotched rockfish","OR","NWFSC WCGBTS",2021,74,882,0,417
"darkblotched rockfish","OR","NWFSC WCGBTS",2022,86,1868,0,616
"darkblotched rockfish","OR","NWFSC WCGBTS",2023,58,1431,0,477
"darkblotched rockfish","OR","NWFSC WCGBTS",2024,66,1371,0,477
"darkblotched rockfish","WA","NWFSC WCGBTS",2003,21,759,208,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2004,11,253,89,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2005,25,566,222,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2006,27,545,183,3
"darkblotched rockfish","WA","NWFSC WCGBTS",2007,30,602,235,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2008,26,491,173,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2009,22,390,204,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2010,32,666,213,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2011,28,425,201,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2012,17,399,132,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2013,13,294,116,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2014,22,245,126,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2015,32,558,290,0
"darkblotched rockfish","WA","NWFSC WCGBTS",2016,22,564,131,1
"darkblotched rockfish","WA","NWFSC WCGBTS",2017,26,441,0,139
"darkblotched rockfish","WA","NWFSC WCGBTS",2018,22,265,0,132
"darkblotched rockfish","WA","NWFSC WCGBTS",2019,12,163,0,69
"darkblotched rockfish","WA","NWFSC WCGBTS",2021,21,146,0,125
"darkblotched rockfish","WA","NWFSC WCGBTS",2022,16,160,0,96
"darkblotched rockfish","WA","NWFSC WCGBTS",2023,32,417,0,166
"darkblotched rockfish","WA","NWFSC WCGBTS",2024,11,125,0,58
"flathead sole","CA","NWFSC WCGBTS",2005,1,1,0,0
"flathead sole","CA","NWFSC WCGBTS",2009,1,4,0,0
"flathead sole","CA","NWFSC WCGBTS",2010,5,20,0,0
"flathead sole","CA","NWFSC WCGBTS",2011,3,20,0,7
"flathead sole","CA","NWFSC WCGBTS",2014,3,27,0,27
"flathead sole","CA","NWFSC WCGBTS",2015,2,3,0,3
"flathead sole","CA","NWFSC WCGBTS",2016,1,1,0,1
"flathead sole","OR","NWFSC WCGBTS",2003,12,161,0,0
"flathead sole","OR","NWFSC WCGBTS",2004,17,144,0,0
"flathead sole","OR","NWFSC WCGBTS",2005,14,128,0,0
"flathead sole","OR","NWFSC WCGBTS",2006,26,160,0,0
"flathead sole","OR","NWFSC WCGBTS",2007,9,19,0,0
"flathead sole","OR","NWFSC WCGBTS",2008,5,10,0,0
"flathead sole","OR","NWFSC WCGBTS",2009,16,50,0,0
"flathead sole","OR","NWFSC WCGBTS",2010,25,179,0,0
"flathead sole","OR","NWFSC WCGBTS",2011,24,127,0,76
"flathead sole","OR","NWFSC WCGBTS",2012,25,122,0,69
"flathead sole","OR","NWFSC WCGBTS",2013,19,188,0,91
"flathead sole","OR","NWFSC WCGBTS",2014,40,536,0,307
"flathead sole","OR","NWFSC WCGBTS",2015,56,632,0,326
"flathead sole","OR","NWFSC WCGBTS",2016,46,688,0,321
"flathead sole","OR","NWFSC WCGBTS",2017,39,296,0,135
"flathead sole","OR","NWFSC WCGBTS",2018,37,234,0,124
"flathead sole","OR","NWFSC WCGBTS",2019,16,53,0,34
"flathead sole","OR","NWFSC WCGBTS",2021,31,121,0,80
"flathead sole","OR","NWFSC WCGBTS",2022,26,233,0,123
"flathead sole","OR","NWFSC WCGBTS",2023,33,380,0,184
"flathead sole","OR","NWFSC WCGBTS",2024,33,315,0,139
"flathead sole","WA","NWFSC WCGBTS",2003,40,1360,0,0
"flathead sole","WA","NWFSC WCGBTS",2004,25,375,0,0
"flathead sole","WA","NWFSC WCGBTS",2005,27,464,0,0
"flathead sole","WA","NWFSC WCGBTS",2006,24,261,0,0
"flathead sole","WA","NWFSC WCGBTS",2007,18,118,0,0
"flathead sole","WA","NWFSC WCGBTS",2008,20,147,0,0
"flathead sole","WA","NWFSC WCGBTS",2009,21,137,0,0
"flathead sole","WA","NWFSC WCGBTS",2010,25,207,0,0
"flathead sole","WA","NWFSC WCGBTS",2011,25,407,0,120
"flathead sole","WA","NWFSC WCGBTS",2012,24,134,0,67
"flathead sole","WA","NWFSC WCGBTS",2013,14,103,0,69
"flathead sole","WA","NWFSC WCGBTS",2014,34,417,0,185
"flathead sole","WA","NWFSC WCGBTS",2015,42,1019,0,330
"flathead sole","WA","NWFSC WCGBTS",2016,28,548,0,195
"flathead sole","WA","NWFSC WCGBTS",2017,38,377,0,126
"flathead sole","WA","NWFSC WCGBTS",2018,28,282,0,105
"flathead sole","WA","NWFSC WCGBTS",2019,14,149,0,51
"flathead sole","WA","NWFSC WCGBTS",2021,18,213,0,119
"flathead sole","WA","NWFSC WCGBTS",2022,10,60,0,42
"flathead sole","WA","NWFSC WCGBTS",2023,26,237,0,136
"flathead sole","WA","NWFSC WCGBTS",2024,16,153,0,94
"greenspotted rockfish","CA","NWFSC HKL",2004,38,223,200,0
"greenspotted rockfish","CA","NWFSC HKL",2005,45,128,0,129
"greenspotted rockfish","CA","NWFSC HKL",2006,51,210,206,6
"greenspotted rockfish","CA","NWFSC HKL",2007,45,189,0,187
"greenspotted rockfish","CA","NWFSC HKL",2008,58,234,230,2
"greenspotted rockfish","CA","NWFSC HKL",2009,59,273,0,273
"greenspotted rockfish","CA","NWFSC HKL",2010,55,208,207,0
"greenspotted rockfish","CA","NWFSC HKL",2011,47,244,0,242
"greenspotted rockfish","CA","NWFSC HKL",2012,48,223,0,222
"greenspotted rockfish","CA","NWFSC HKL",2013,52,271,0,268
"greenspotted rockfish","CA","NWFSC HKL",2014,71,449,0,446
"greenspotted rockfish","CA","NWFSC HKL",2015,74,378,0,375
"greenspotted rockfish","CA","NWFSC HKL",2016,68,274,0,268
"greenspotted rockfish","CA","NWFSC HKL",2017,75,377,0,362
"greenspotted rockfish","CA","NWFSC HKL",2018,83,381,0,372
"greenspotted rockfish","CA","NWFSC HKL",2019,78,347,0,331
"greenspotted rockfish","CA","NWFSC HKL",2021,78,403,0,384
"greenspotted rockfish","CA","NWFSC HKL",2022,86,504,0,478
"greenspotted rockfish","CA","NWFSC HKL",2023,83,407,0,375
"greenspotted rockfish","CA","NWFSC HKL",2024,81,387,0,370
"greenspotted rockfish","CA","NWFSC WCGBTS",2003,24,261,0,0
"greenspotted rockfish","CA","NWFSC WCGBTS",2004,18,428,0,192
"greenspotted rockfish","CA","NWFSC WCGBTS",2005,23,200,91,11
"greenspotted rockfish","CA","NWFSC WCGBTS",2006,32,392,0,200
"greenspotted rockfish","CA","NWFSC WCGBTS",2007,34,598,265,0
"greenspotted rockfish","CA","NWFSC WCGBTS",2008,35,520,0,221
"greenspotted rockfish","CA","NWFSC WCGBTS",2009,40,647,345,1
"greenspotted rockfish","CA","NWFSC WCGBTS",2010,27,582,0,280
"greenspotted rockfish","CA","NWFSC WCGBTS",2011,23,209,0,166
"greenspotted rockfish","CA","NWFSC WCGBTS",2012,28,380,0,214
"greenspotted rockfish","CA","NWFSC WCGBTS",2013,19,191,0,163
"greenspotted rockfish","CA","NWFSC WCGBTS",2014,25,238,0,163
"greenspotted rockfish","CA","NWFSC WCGBTS",2015,20,208,0,168
"greenspotted rockfish","CA","NWFSC WCGBTS",2016,29,840,0,405
"greenspotted rockfish","CA","NWFSC WCGBTS",2017,20,269,0,163
"greenspotted rockfish","CA","NWFSC WCGBTS",2018,29,365,0,289
"greenspotted rockfish","CA","NWFSC WCGBTS",2019,16,207,0,163
"greenspotted rockfish","CA","NWFSC WCGBTS",2021,38,265,0,242
"greenspotted rockfish","CA","NWFSC WCGBTS",2022,35,296,0,259
"greenspotted rockfish","CA","NWFSC WCGBTS",2023,25,321,0,239
"greenspotted rockfish","CA","NWFSC WCGBTS",2024,27,380,0,284
"greenspotted rockfish","OR","NWFSC WCGBTS",2003,5,107,0,0
"greenspotted rockfish","OR","NWFSC WCGBTS",2004,7,127,0,79
"greenspotted rockfish","OR","NWFSC WCGBTS",2005,7,31,0,31
"greenspotted rockfish","OR","NWFSC WCGBTS",2006,10,71,0,61
"greenspotted rockfish","OR","NWFSC WCGBTS",2007,5,51,0,38
"greenspotted rockfish","OR","NWFSC WCGBTS",2008,5,36,0,22
"greenspotted rockfish","OR","NWFSC WCGBTS",2009,6,22,0,22
"greenspotted rockfish","OR","NWFSC WCGBTS",2010,9,126,0,112
"greenspotted rockfish","OR","NWFSC WCGBTS",2011,10,57,0,57
"greenspotted rockfish","OR","NWFSC WCGBTS",2012,7,21,0,21
"greenspotted rockfish","OR","NWFSC WCGBTS",2013,6,55,0,55
"greenspotted rockfish","OR","NWFSC WCGBTS",2014,9,56,0,56
"greenspotted rockfish","OR","NWFSC WCGBTS",2015,4,38,0,38
"greenspotted rockfish","OR","NWFSC WCGBTS",2016,10,58,0,58
"greenspotted rockfish","OR","NWFSC WCGBTS",2017,6,62,0,47
"greenspotted rockfish","OR","NWFSC WCGBTS",2018,6,31,0,31
"greenspotted rockfish","OR","NWFSC WCGBTS",2021,8,89,0,78
"greenspotted rockfish","OR","NWFSC WCGBTS",2022,10,116,0,91
"greenspotted rockfish","OR","NWFSC WCGBTS",2023,3,58,0,47
"greenspotted rockfish","OR","NWFSC WCGBTS",2024,6,111,0,87
"greenspotted rockfish","WA","NWFSC WCGBTS",2003,3,3,0,0
"greenspotted rockfish","WA","NWFSC WCGBTS",2004,1,7,0,7
"greenspotted rockfish","WA","NWFSC WCGBTS",2006,2,2,0,2
"greenspotted rockfish","WA","NWFSC WCGBTS",2007,1,4,0,4
"greenspotted rockfish","WA","NWFSC WCGBTS",2008,1,1,0,1
"greenspotted rockfish","WA","NWFSC WCGBTS",2009,2,3,0,3
"greenspotted rockfish","WA","NWFSC WCGBTS",2010,1,3,0,3
"greenspotted rockfish","WA","NWFSC WCGBTS",2011,1,2,0,2
"greenspotted rockfish","WA","NWFSC WCGBTS",2014,1,1,0,1
"greenspotted rockfish","WA","NWFSC WCGBTS",2015,1,2,0,2
"greenspotted rockfish","WA","NWFSC WCGBTS",2016,1,1,0,1
"greenspotted rockfish","WA","NWFSC WCGBTS",2017,2,3,0,3
"greenspotted rockfish","WA","NWFSC WCGBTS",2018,2,3,0,3
"greenspotted rockfish","WA","NWFSC WCGBTS",2019,1,1,0,1
"greenspotted rockfish","WA","NWFSC WCGBTS",2021,1,2,0,2
"greenspotted rockfish","WA","NWFSC WCGBTS",2023,1,1,0,1
"greenspotted rockfish","WA","NWFSC WCGBTS",2024,1,1,0,1
"greenstriped rockfish","CA","NWFSC HKL",2004,6,8,0,7
"greenstriped rockfish","CA","NWFSC HKL",2005,7,8,0,8
"greenstriped rockfish","CA","NWFSC HKL",2006,8,15,0,15
"greenstriped rockfish","CA","NWFSC HKL",2007,11,19,0,19
"greenstriped rockfish","CA","NWFSC HKL",2008,12,22,0,22
"greenstriped rockfish","CA","NWFSC HKL",2009,16,26,0,24
"greenstriped rockfish","CA","NWFSC HKL",2010,15,31,0,31
"greenstriped rockfish","CA","NWFSC HKL",2011,10,19,0,17
"greenstriped rockfish","CA","NWFSC HKL",2012,13,24,0,24
"greenstriped rockfish","CA","NWFSC HKL",2013,16,27,0,27
"greenstriped rockfish","CA","NWFSC HKL",2014,28,46,0,46
"greenstriped rockfish","CA","NWFSC HKL",2015,33,66,0,65
"greenstriped rockfish","CA","NWFSC HKL",2016,23,41,0,41
"greenstriped rockfish","CA","NWFSC HKL",2017,43,111,0,111
"greenstriped rockfish","CA","NWFSC HKL",2018,44,124,0,124
"greenstriped rockfish","CA","NWFSC HKL",2019,44,99,0,93
"greenstriped rockfish","CA","NWFSC HKL",2021,59,136,0,136
"greenstriped rockfish","CA","NWFSC HKL",2022,44,117,0,117
"greenstriped rockfish","CA","NWFSC HKL",2023,59,163,0,163
"greenstriped rockfish","CA","NWFSC HKL",2024,41,78,0,77
"greenstriped rockfish","CA","NWFSC WCGBTS",2003,46,1045,209,0
"greenstriped rockfish","CA","NWFSC WCGBTS",2004,53,778,205,1
"greenstriped rockfish","CA","NWFSC WCGBTS",2005,70,1080,210,45
"greenstriped rockfish","CA","NWFSC WCGBTS",2006,68,1041,201,54
"greenstriped rockfish","CA","NWFSC WCGBTS",2007,73,850,280,0
"greenstriped rockfish","CA","NWFSC WCGBTS",2008,70,665,254,1
"greenstriped rockfish","CA","NWFSC WCGBTS",2009,77,605,0,268
"greenstriped rockfish","CA","NWFSC WCGBTS",2010,84,634,0,286
"greenstriped rockfish","CA","NWFSC WCGBTS",2011,76,500,0,214
"greenstriped rockfish","CA","NWFSC WCGBTS",2012,92,910,0,351
"greenstriped rockfish","CA","NWFSC WCGBTS",2013,64,683,0,251
"greenstriped rockfish","CA","NWFSC WCGBTS",2014,86,928,0,308
"greenstriped rockfish","CA","NWFSC WCGBTS",2015,75,824,0,287
"greenstriped rockfish","CA","NWFSC WCGBTS",2016,72,929,0,318
"greenstriped rockfish","CA","NWFSC WCGBTS",2017,61,587,0,220
"greenstriped rockfish","CA","NWFSC WCGBTS",2018,80,968,0,321
"greenstriped rockfish","CA","NWFSC WCGBTS",2019,45,584,0,180
"greenstriped rockfish","CA","NWFSC WCGBTS",2021,77,915,0,285
"greenstriped rockfish","CA","NWFSC WCGBTS",2022,66,765,0,266
"greenstriped rockfish","CA","NWFSC WCGBTS",2023,71,700,0,268
"greenstriped rockfish","CA","NWFSC WCGBTS",2024,73,876,0,296
"greenstriped rockfish","OR","NWFSC WCGBTS",2003,41,1093,214,32
"greenstriped rockfish","OR","NWFSC WCGBTS",2004,57,1373,214,5
"greenstriped rockfish","OR","NWFSC WCGBTS",2005,72,1913,246,58
"greenstriped rockfish","OR","NWFSC WCGBTS",2006,80,1671,232,74
"greenstriped rockfish","OR","NWFSC WCGBTS",2007,61,908,238,5
"greenstriped rockfish","OR","NWFSC WCGBTS",2008,52,818,202,0
"greenstriped rockfish","OR","NWFSC WCGBTS",2009,53,678,0,212
"greenstriped rockfish","OR","NWFSC WCGBTS",2010,60,929,0,251
"greenstriped rockfish","OR","NWFSC WCGBTS",2011,69,867,0,267
